Map Projection,Map Projection,Map,Map Projection Zone,Information,Remarks,Revision,Coordinate,Projection,Projection,Proj. Param,Proj. Param,Prime,Longitude,Latitude,Scale, False, False,Latitude of,Latitude of,Latitude of False Origin,Longitude of False Origin,Easting at,Northing at,Latitude of,Longitude of,Easting at,Northing at,Azimuth of Initial Line,Scale Factor,,Proj Zone,Zone,Old Map
UTM zone 22N,,16022,54deg West to 48deg West; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-51,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0022
UTM zone 23N,,16023,48deg West to 42deg West; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-45,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0023
UTM zone 24N,,16024,42deg West to 36deg West; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-39,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0024
UTM zone 25N,,16025,36deg West to 30deg West; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-33,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0025
UTM zone 26N,,16026,30deg West to 24deg West; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-27,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0026
UTM zone 27N,,16027,24deg West to 18deg West; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-21,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0027
UTM zone 28N,,16028,18deg West to 12deg West; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-15,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0028
UTM zone 29N,,16029,12deg West to 6deg West; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-9,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0029
UTM zone 30N,,16030,6deg West to 0deg; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-3,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0030
UTM zone 31N,,16031,0deg to 6deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,3,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0031
UTM zone 32N,,16032,6deg East to 12deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,9,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0032
UTM zone 33N,,16033,12deg East to 18deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,15,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0033
UTM zone 34N,,16034,18deg East to 24deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,21,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0034
UTM zone 35N,,16035,24deg East to 30deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,27,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0035
UTM zone 36N,,16036,30deg East to 36deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,33,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0036
UTM zone 37N,,16037,36deg East to 42deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,39,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0037
UTM zone 38N,,16038,42deg East to 48deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,45,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0038
UTM zone 39N,,16039,48deg East to 54deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,51,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0039
UTM zone 40N,,16040,54deg East to 60deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,57,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0040
UTM zone 41N,,16041,60deg East to 66deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,63,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0041
UTM zone 42N,,16042,66deg East to 72deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,69,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0042
UTM zone 43N,,16043,72deg East to 78deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,75,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0043
UTM zone 44N,,16044,78deg East to 84deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,81,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0044
UTM zone 45N,,16045,84deg East to 90deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,87,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0045
UTM zone 46N,,16046,90deg East to 96deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,93,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0046
UTM zone 47N,,16047,96deg East to 102eg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,99,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0047
UTM zone 48N,,16048,102deg East to 108deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,105,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0048
UTM zone 49N,,16049,108deg East to 114deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,111,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0049
UTM zone 50N,,16050,114deg East to 120deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,117,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0050
UTM zone 51N,,16051,120deg East to 126deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,123,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0051
UTM zone 52N,,16052,126deg East to 132deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,129,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0052
UTM zone 53N,,16053,132deg East to 138deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,135,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0053
UTM zone 54N,,16054,138deg East to 144deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,141,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0054
UTM zone 55N,,16055,144deg East to 150deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,147,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0055
UTM zone 56N,,16056,150deg East to 156deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,153,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0056
UTM zone 57N,,16057,156deg East to 162deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,159,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0057
UTM zone 58N,,16058,162deg East to 168deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,165,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0058
UTM zone 59N,,16059,168deg East to 174deg East; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,171,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0059
UTM zone 60N,,16060,174deg East to 180deg; northern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,177,0,0.9996000,500000,0,,,,,,,,,,,,,,12,0,P0060
UTM zone 1S,,16101,180deg to 174deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-177,0,0.9996000,500000,10000000,,,,,,,,,,,,,,11,0,P0061
UTM zone 2S,,16102,174deg West to 168deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-171,0,0.9996000,500000,10000000,,,,,,,,,,,,,,11,0,P0062
UTM zone 3S,,16103,168deg West to 162deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-165,0,0.9996000,500000,10000000,,,,,,,,,,,,,,11,0,P0063
UTM zone 4S,,16104,162deg West to 156deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-159,0,0.9996000,500000,10000000,,,,,,,,,,,,,,11,0,P0064
UTM zone 5S,,16105,156deg West to 150deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-153,0,0.9996000,500000,10000000,,,,,,,,,,,,,,11,0,P0065
UTM zone 6S,,16106,150deg West to 144deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-147,0,0.9996000,500000,10000000,,,,,,,,,,,,,,11,0,P0066
UTM zone 7S,,16107,144deg West to 138deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-141,0,0.9996000,500000,10000000,,,,,,,,,,,,,,11,0,P0067
UTM zone 8S,,16108,138deg West to 132deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-135,0,0.9996000,500000,10000000,,,,,,,,,,,,,,11,0,P0068
UTM zone 9S,,16109,132deg West to 126deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-129,0,0.9996000,500000,10000000,,,,,,,,,,,,,,11,0,P0069
UTM zone 10S,,16110,130deg West to 120deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-123,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0070
UTM zone 11S,,16111,120deg West to 114deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-117,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0071
UTM zone 12S,,16112,114deg West to 108deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-111,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0072
UTM zone 13S,,16113,108deg West to 102deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-105,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0073
UTM zone 14S,,16114,102deg West to 96deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-99,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0074
UTM zone 15S,,16115,96deg West to 90deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-93,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0075
UTM zone 16S,,16116,90deg West to 84deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-87,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0076
UTM zone 17S,,16117,84deg West to 78deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-81,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0077
UTM zone 18S,,16118,78deg West to 72deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-75,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0078
UTM zone 19S,,16119,72deg West to 66deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-69,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0079
UTM zone 20S,,16120,66deg West to 60deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-63,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0080
UTM zone 21S,,16121,60deg West to 54deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-57,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0081
UTM zone 22S,,16122,54deg West to 48deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-51,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0082
UTM zone 23S,,16123,48deg West to 42deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-45,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0083
UTM zone 24S,,16124,42deg West to 36deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-39,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0084
UTM zone 25S,,16125,36deg West to 30deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-33,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0085
UTM zone 26S,,16126,30deg West to 24deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-27,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0086
UTM zone 27S,,16127,24deg West to 18deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-21,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0087
UTM zone 28S,,16128,18deg West to 12deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-15,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0088
UTM zone 29S,,16129,12deg West to 6deg West; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-9,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0089
UTM zone 30S,,16130,6deg West to 0deg; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-3,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0090
UTM zone 31S,,16131,0deg to 6deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,3,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0091
UTM zone 32S,,16132,6deg East to 12deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,9,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0092
UTM zone 33S,,16133,12deg East to 18deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,15,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0093
UTM zone 34S,,16134,18deg East to 24deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,21,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0094
UTM zone 35S,,16135,24deg East to 30deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,27,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0095
UTM zone 36S,,16136,30deg East to 36deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,33,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0096
UTM zone 37S,,16137,36deg East to 42deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,39,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0097
UTM zone 38S,,16138,42deg East to 48deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,45,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0098
UTM zone 39S,,16139,48deg East to 54deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,51,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0099
UTM zone 40S,,16140,54deg East to 60deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,57,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0100
UTM zone 41S,,16141,60deg East to 66deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,63,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0101
UTM zone 42S,,16142,66deg East to 72deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,69,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0102
UTM zone 43S,,16143,72deg East to 78deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,75,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0103
UTM zone 44S,,16144,78deg East to 84deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,81,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0104
UTM zone 45S,,16145,84deg East to 90deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,87,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0105
UTM zone 46S,,16146,90deg East to 96deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,93,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0106
UTM zone 47S,,16147,96deg East to 102eg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,99,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0107
UTM zone 48S,,16148,102deg East to 108deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,105,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0108
UTM zone 49S,,16149,108deg East to 114deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,111,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0109
UTM zone 50S,,16150,114deg East to 120deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,117,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0110
UTM zone 51S,,16151,120deg East to 126deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,123,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0111
UTM zone 52S,,16152,126deg East to 132deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,129,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0112
UTM zone 53S,,16153,132deg East to 138deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,135,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0113
UTM zone 54S,,16154,138deg East to 144deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,141,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0114
UTM zone 55S,,16155,144deg East to 150deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,147,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0115
UTM zone 56S,,16156,150deg East to 156deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,153,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0116
UTM zone 57S,,16157,156deg East to 162deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,159,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0117
UTM zone 58S,,16158,162deg East to 168deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,165,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0118
UTM zone 59S,,16159,168deg East to 174deg East; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,171,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0119
UTM zone 60S,,16160,174deg East to 180deg; southern hemisphere,,,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,177,0,0.9996000,500000,10000000,,,,,,,,,,,,,,12,0,P0120
Gauss-Kruger zone 4,,16204,18deg East to 24deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,21,0,1.0000000,4500000,0,,,,,,,,,,,,,,19,0,P0407
Gauss-Kruger zone 5,,16205,24deg East to 30deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,27,0,1.0000000,5500000,0,,,,,,,,,,,,,,19,0,P0408
Gauss-Kruger zone 6,,16206,30deg East to 36deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,33,0,1.0000000,6500000,0,,,,,,,,,,,,,,19,0,P0409
Gauss-Kruger zone 7,,16207,36deg East to 42deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,39,0,1.0000000,7500000,0,,,,,,,,,,,,,,19,0,P0410
Gauss-Kruger zone 8,,16208,42deg East to 48deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,45,0,1.0000000,8500000,0,,,,,,,,,,,,,,19,0,P0411
Gauss-Kruger zone 9,,16209,48deg East to 54deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,51,0,1.0000000,9500000,0,,,,,,,,,,,,,,19,0,P0412
Gauss-Kruger zone 10,,16210,54deg East to 60deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,57,0,1.0000000,10500000,0,,,,,,,,,,,,,,20,0,P0413
Gauss-Kruger zone 11,,16211,60deg East to 66deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,63,0,1.0000000,11500000,0,,,,,,,,,,,,,,20,0,P0414
Gauss-Kruger zone 12,,16212,66deg East to 72deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,69,0,1.0000000,12500000,0,,,,,,,,,,,,,,20,0,P0415
Gauss-Kruger zone 13,,16213,72deg East to 78deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,75,0,1.0000000,13500000,0,,,,,,,,,,,,,,20,0,P0416
Gauss-Kruger zone 14,,16214,78deg East to 84deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,81,0,1.0000000,14500000,0,,,,,,,,,,,,,,20,0,P0417
Gauss-Kruger zone 15,,16215,84deg East to 90deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,87,0,1.0000000,15500000,0,,,,,,,,,,,,,,20,0,P0418
Gauss-Kruger zone 16,,16216,90deg East to 96deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,93,0,1.0000000,16500000,0,,,,,,,,,,,,,,20,0,P0419
Gauss-Kruger zone 17,,16217,96deg East to 102eg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,99,0,1.0000000,17500000,0,,,,,,,,,,,,,,20,0,P0420
Gauss-Kruger zone 18,,16218,102deg East to 108deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,105,0,1.0000000,18500000,0,,,,,,,,,,,,,,20,0,P0421
Gauss-Kruger zone 19,,16219,108deg East to 114deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,111,0,1.0000000,19500000,0,,,,,,,,,,,,,,20,0,P0422
Gauss-Kruger zone 20,,16220,114deg East to 120deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,117,0,1.0000000,20500000,0,,,,,,,,,,,,,,20,0,P0423
Gauss-Kruger zone 21,,16221,120deg East to 126deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,123,0,1.0000000,21500000,0,,,,,,,,,,,,,,20,0,P0424
Gauss-Kruger zone 22,,16222,126deg East to 132deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,129,0,1.0000000,22500000,0,,,,,,,,,,,,,,20,0,P0425
Gauss-Kruger zone 23,,16223,132deg East to 138deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,135,0,1.0000000,23500000,0,,,,,,,,,,,,,,20,0,P0426
Gauss-Kruger zone 24,,16224,138deg East to 144deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,141,0,1.0000000,24500000,0,,,,,,,,,,,,,,20,0,P0427
Gauss-Kruger zone 25,,16225,144deg East to 150deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,147,0,1.0000000,25500000,0,,,,,,,,,,,,,,20,0,P0428
Gauss-Kruger zone 26,,16226,150deg East to 156deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,153,0,1.0000000,26500000,0,,,,,,,,,,,,,,20,0,P0429
Gauss-Kruger zone 27,,16227,156deg East to 162deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,159,0,1.0000000,27500000,0,,,,,,,,,,,,,,20,0,P0430
Gauss-Kruger zone 28,,16228,162deg East to 168deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,165,0,1.0000000,28500000,0,,,,,,,,,,,,,,20,0,P0431
